product_id,comment,rating,source_file,label
iphone-12,hàng trưng bày sạc lần mà pin tụt còn,1,ratings\iphone-12.csv,negative
iphone-12,mặt kính cảm ứng cường lực nhưng không chống nước dùng được tháng màn hình nước không còn chỗ trống thua màn hình sạch sẽ,1,ratings\iphone-12.csv,negative
iphone-12,sản phẩm sài ok lắm,5,ratings\iphone-12.csv,positive
iphone-12,mai mốt mang đi bảo hành đây tự nhiên sọc màn cho dù không rơi,1,ratings\iphone-12.csv,negative
iphone-12,sản phẩm tốt,5,ratings\iphone-12.csv,positive
iphone-12,mới mua được tháng bây giờ phát hiện ra bức xạ vậy ra đổi có được không,2,ratings\iphone-12.csv,negative
iphone-12,hàng rất ok,5,ratings\iphone-12.csv,positive
iphone-12,ok,5,ratings\iphone-12.csv,positive
iphone-12,ok tốt,5,ratings\iphone-12.csv,positive
iphone-12,tốt,5,ratings\iphone-12.csv,positive
iphone-12,đẹp lắm ạ máy đẹp thank shop,5,ratings\iphone-12.csv,positive
iphone-12,màu đẹp dùng rất ok,5,ratings\iphone-12.csv,positive
iphone-12,ưng cái màu máy,5,ratings\iphone-12.csv,positive
iphone-12,cho mình hỏi dế mình mua bên thế giới di động mà giờ nó bị hư mình có thể đem ra điện máy xanh gửi sửa chữa được chứ,5,ratings\iphone-12.csv,positive
iphone-12,tốt,5,ratings\iphone-12.csv,positive
iphone-12,tốt,5,ratings\iphone-12.csv,positive
iphone-12,mới mua được tháng thì xảy ra tình trạng tụt pin qua đêm đã tắt toàn bộ các ứng dụng mạng và bluetooth chả hiểu nổi quá tệ,2,ratings\iphone-12.csv,negative
iphone-12,very good,5,ratings\iphone-12.csv,positive
iphone-12,hàng ok,5,ratings\iphone-12.csv,positive
iphone-12,rất ok,5,ratings\iphone-12.csv,positive
iphone-12,cám ơn thế giới di động,5,ratings\iphone-12.csv,positive
iphone-12,tốt,5,ratings\iphone-12.csv,positive
iphone-12,bắt mạng rất yếu,2,ratings\iphone-12.csv,negative
iphone-12,sản phẩm dùng rất tốt mình không game chỉ quay phim chụp hình như vậy là quá đủ,5,ratings\iphone-12.csv,positive
iphone-12,rất tốt,5,ratings\iphone-12.csv,positive
iphone-12,good,5,ratings\iphone-12.csv,positive
iphone-12,tốt,5,ratings\iphone-12.csv,positive
iphone-12,tệ pin dại quá,1,ratings\iphone-12.csv,negative
iphone-12,sản phẩm rất đẹp dùng mượt chưa thấy lỗi nào,5,ratings\iphone-12.csv,positive
iphone-12,ok,5,ratings\iphone-12.csv,positive
iphone-12,đã sử dụng ok không có vấn đề gì,5,ratings\iphone-12.csv,positive
iphone-12,ổn mượt,5,ratings\iphone-12.csv,positive
iphone-12,ok,5,ratings\iphone-12.csv,positive
iphone-12,pin của điện thoại mới mà như pin bị chai vậy xuống rất nhanh mình rất thất vọng mai mình đem ra shop đổi con khác đây,2,ratings\iphone-12.csv,negative
iphone-12,máy lôi đổi khó khăn quá,1,ratings\iphone-12.csv,negative
iphone-12,rất tốt,5,ratings\iphone-12.csv,positive
iphone-12,sử dụng tốt phục vụ tốt,5,ratings\iphone-12.csv,positive
iphone-12,máy tốt,5,ratings\iphone-12.csv,positive
iphone-12,sản phẩm rất tốt mọi người nên dùng thử,5,ratings\iphone-12.csv,positive
iphone-12,tuyệt vời ông mặt trời,5,ratings\iphone-12.csv,positive
iphone-12,ok trong tầm giá,5,ratings\iphone-12.csv,positive
iphone-12,mặc dù hôm nhận hàng thời tiết rất lạnh nhưng các bạn nhân viên giao hàng đúng hẹn và hướng dẫn kích hoạt sản phẩm rất nhiệt tình,5,ratings\iphone-12.csv,positive
iphone-12,rất ok,5,ratings\iphone-12.csv,positive
iphone-12,máy chất lượng tốt hài lòng với dịch vụ,5,ratings\iphone-12.csv,positive
iphone-12,máy xài mượt,5,ratings\iphone-12.csv,positive
iphone-12,ok,5,ratings\iphone-12.csv,positive
iphone-12,thiết kế nhỏ gọn sang trọng chụp hình siêu đẹp mượt mà dễ xài pin xài đủ ngày nhân viên thế giới di động thân thiện chuyên nghiệp,5,ratings\iphone-12.csv,positive
iphone-12,nhân viên thân thiện tư vấn nhiệt tình cảm ơn nhân viên đã quảng tùng,5,ratings\iphone-12.csv,positive
iphone-12,đẹp máy siêu mượt nhân viên nhiệt tình,5,ratings\iphone-12.csv,positive
iphone-12,máy mới mà màn hình và sau lưng gõ ọp ọp không biết có được đổi máy mới không,2,ratings\iphone-12.csv,negative
iphone-12,máy dùng rất ok không vết trầy xước đặc biệt quản lý cửa hàng chia sẻ rất chi tiết về sản phẩm,5,ratings\iphone-12.csv,positive
iphone-12,ok,5,ratings\iphone-12.csv,positive
iphone-12,ok xài tốt vợ mình rất thích,5,ratings\iphone-12.csv,positive
iphone-12,đất mới mua chưa đầy tháng bị như này là sao trời,2,ratings\iphone-12.csv,negative
iphone-12,máy mới nên dùng vẫn ok mỗi tội chưa ok như ip13 ip14 ,5,ratings\iphone-12.csv,positive
iphone-12,,5,ratings\iphone-12.csv,positive
iphone-12,tốt,5,ratings\iphone-12.csv,positive
iphone-12,tốt,5,ratings\iphone-12.csv,positive
iphone-12,rất tốt,5,ratings\iphone-12.csv,positive
iphone-12,tốt,5,ratings\iphone-12.csv,positive
iphone-12,máy mới sử dụng năm đã cháy main,1,ratings\iphone-12.csv,negative
iphone-12,nhân viên nhiệt tình,5,ratings\iphone-12.csv,positive
iphone-12,hoài lòng với sản phẩm đã mua,5,ratings\iphone-12.csv,positive
iphone-12,sản phẩm tốt phục vụ chu đáo,5,ratings\iphone-12.csv,positive
iphone-12,ok,5,ratings\iphone-12.csv,positive
iphone-12,rất tốt,5,ratings\iphone-12.csv,positive
iphone-12,giao nhanh nhân viên nhiệt tình máy đẹp,5,ratings\iphone-12.csv,positive
iphone-12,vẫn dùng tốt,5,ratings\iphone-12.csv,positive
iphone-12,kate rất hài lòng,5,ratings\iphone-12.csv,positive
iphone-12,có mua chiếc iphone đã qua sử dụng được nhân viên kiểm tra là chủ cũ mua máy này hồi tháng lúc 20h và trả lại siêu thị 22h nghĩa là chỉ sử dụng khoảng tiếng đồng hồ nhân viên còn miêu tả là khách hàng trước còn chưa đem máy ra khỏi siêu thị hình như là làm hồ sơ trả góp thế nào đó rồi trả lại nhưng không hiểu sao trong máy lại có hình gia đình họ chụp ở công viên còn ngoại quan khung máy thì bong tróc khá nhiều màn hình xước rất nhiều và rất sâu mua về dán cường lực hay dán dẻo pp đều không thể che được các vết xước vì xước quá sâu hỏi nhân viên thì nhân viên bảo là do để trong kho lâu nên bị xước vì xước quá nên giảm thêm 300k thái độ phục vụ của siêu thị thì rất tốt rất hài lòng còn nhân viên tổng đài gọi lại để xác nhận ngày hôm sau thì cách nói chuyện chưa tốt như cảnh sát hỏi cung tội phạm,2,ratings\iphone-12.csv,negative
iphone-12,tuyệt vời,5,ratings\iphone-12.csv,positive
iphone-12,tốt,5,ratings\iphone-12.csv,positive
iphone-12,rất hài lòng,5,ratings\iphone-12.csv,positive
iphone-12,oke,5,ratings\iphone-12.csv,positive
iphone-12,rất hài lòng,5,ratings\iphone-12.csv,positive
iphone-12,sản phẩm chính hãng xài rất tốt cảm ứng rất mượt mà mình chọn mua sản phẩm này chỉ 64g nhưng đủ yêu cầu cho riêng mình và được giảm giá nơi cửa hàng hợp tài chánh và ý thích của cá nhân mình tgdđ là cửa hàng tôi tin tưởng nhất khi mua điện thoại hoặc các sản phẩm khác chế độ hậu mãi của cửa hàng rất tốt,5,ratings\iphone-12.csv,positive
iphone-12,tốt,5,ratings\iphone-12.csv,positive
iphone-12,sản phẩm rất tốt nhân viên tư vấn rất nhiệt tình,5,ratings\iphone-12.csv,positive
iphone-12,thái độ phục vụ của đtmx rất tốt đắt hơn một số nơi một chút nhưng sao hàng được bảo đảm hơn máy dùng mượt mà xịn xịn,5,ratings\iphone-12.csv,positive
iphone-12,sản phẩm ok ạ,5,ratings\iphone-12.csv,positive
iphone-12,rất hài lòng với sản phẩm nhân viên tư vấn nhiệt tình chu đáo,5,ratings\iphone-12.csv,positive
iphone-12,tốt,5,ratings\iphone-12.csv,positive
iphone-12,chơi game khá ngon nha,5,ratings\iphone-12.csv,positive
iphone-12,tân tình chu đáo,5,ratings\iphone-12.csv,positive
iphone-12,sản phẩm được hình thức mới đẹp nói chung không có gì để chê,5,ratings\iphone-12.csv,positive
iphone-12,vừa mua hôm trước hôm sau đã phải đi bảo hành vì loa thoại không có,2,ratings\iphone-12.csv,negative
iphone-12,rất hài lòng về cửa hàng chị nhân viên tư vấn hỗ trợ nhiệt tình mình thích ip12 ở thiết kế vuông vức mà không kém phần tinh tế khung viền nhôm cho cảm giác cầm nắm nhẹ nhàng màn có sự nâng cấp về tấm nền cho chất lượng hiển thị và độ sáng cao hơn so với ip11 mình đã sử dụng được hơn tuần cảm nhận về hiệu năng thì đỉnh chỉ có điểm yếu nhỏ là viên pin 2815mah nhỏ so với các mẫu điện thoại cùng phân khúc nhưng đủ dùng trong ngày vẫn quá là oki ạ,5,ratings\iphone-12.csv,positive
iphone-12,chạy mượt,5,ratings\iphone-12.csv,positive
iphone-12,ok,5,ratings\iphone-12.csv,positive
iphone-12,máy mua được 3 tháng rồi rất tốt rất hài lòng không nhưng một số bạn nói pin sài đủ cho ngày,5,ratings\iphone-12.csv,positive
iphone-13,sài rất tốt,5,ratings\iphone-13.csv,positive
iphone-13,quá thất vọng thế giới di động ban máy lỗi cho tui mới đem ra tiệm kiểm tra sửa pin không vô nói đoi máy mới không đoi trả lại tốn hơn 1tr 24h sử dụng đem sửa thì hết 15ngay trong khi máy tui còn zin sẽ không mua điện thoại ở thế giới di động nữa nếu không thay đổi chính sách bảo hành cho sao 1000lan quan lý nói trả lại tiền nếu mua máy khác tui không đu tiền rồi không mua cũng không trả lại tiền thế giới di động cái tắc hang,1,ratings\iphone-13.csv,negative
iphone-13,điện thoại mua được hơn tháng tại điện máy xanh đang dùng trên tay đột nhiên liệu sập nguồn không lên được nữa đi bảo hành thì phức tạp giờ đi sữa bỏ tiền ra mua máy zin mới được tháng thành máy đã quá sửa chữa trong khi dùng rất cẩn thận chưa hề có và chạm gì rất thất vọng,1,ratings\iphone-13.csv,negative
iphone-13,máy mua hàng đổi trả máy có trầy chổ nhưng không đáng kể máy mới pin xài ổn định mượt màn đẹp loa hay pin trâu xài wifi không game tiếng tuỳ tác vụ camera chụp hình quay video ngon cảm thấy hài lòng với p13 nhân viên tư vấn nhiệt tình ok,5,ratings\iphone-13.csv,positive
iphone-13,điện thoại dùng mượt chụp hình đẹp pin dùng mãi chả thấy hết để sạc rất hài lòng ai đang định mua thì chọn luôn không phải lăn tăn nhé,5,ratings\iphone-13.csv,positive
iphone-13,cũng tạm hàng trưng bày có bị xước màn hình rồi nhưng mọi thứ dùng ổn pin nhưng hơi đuối tóm lại giá rẻ hơn mọi chỗ máy zin all chế độ bảo hành đổi trả kém hơn chỗ khác chút,5,ratings\iphone-13.csv,positive
iphone-13,thiết kế mặt trước nhìn giống táo pro max quá nhìn cái kết em honor liền giao diện ok bắt mắt hiệu năng tốt trong tam gia tiec là không có nfc không hiểu iphone 8plus đã có nfc cách đây 7 năm honor ít kỷ với người dùng qua,5,ratings\iphone-13.csv,positive
iphone-13,sử dụng được tháng thấy rất ngon pin dùng tác vụ bình thường từ 6h sáng tới 78h tối thoải mái chơi game ngon nói chung là ok,5,ratings\iphone-13.csv,positive
iphone-13,máy oke nếu sài nghe gọi coi fb video thời gian ngắn thì pin sài hơn ngày sạt 7h sáng sài tới 19h còn,5,ratings\iphone-13.csv,positive
iphone-13,ngày tuột thêm đem ra thế giới di động nhân viên xem sơ xong kêu up phần mềm xem có cải thiện không rồi bán hàng kèm sách bảo hành mà không có nổi nhân viên có chuyên môn rồi gởi đi bảo hành ngày rất mất thời gian và cũng không biết là giải quyết được vấn đề hay không rất chán kiểu làm việc bán rồi thôi của chuỗi cửa hàng lớn như vậy,1,ratings\iphone-13.csv,negative
iphone-13,gọi video nói chuyện người khác không nghe gọi mess cũng vậy là sao cần được hỗ trợ gấp,2,ratings\iphone-13.csv,negative
iphone-13,mới mua tháng dùng ít mà pin còn là sao vậy,1,ratings\iphone-13.csv,negative
iphone-13,tưởng chỉ có mỗi mình bị thôi nhưng đến một cũng đủ hiểu mình mua từ dùng rất kĩ luôn không dám chơi hay sạc nhiều mà hiện tại pin chỉ còn là sao nhỉ thề luôn cọc vãi,1,ratings\iphone-13.csv,negative
iphone-13,pin không dùng mà vẫn tụt,2,ratings\iphone-13.csv,negative
iphone-13,pin mới xài được ngày mà tụt còn 99 pin trước mình xài gần năm mới xuống pin,2,ratings\iphone-13.csv,negative
iphone-13,mình mới mua hôm dùng không hợp có nhu cầu đổi trả lại bên mình có nhận thu mua lại không và chính sách như nào nhỉ,5,ratings\iphone-13.csv,positive
iphone-13,máy mới mua về gọi video chập chờn bên người nghe không nghe rõ lúc được lúc không đi bảo hành cả ngày không ra lỗi về dùng vẫn thế chất lượng dịch vụ quá kém,1,ratings\iphone-13.csv,negative
iphone-13,đã mua và dùng rất thích nhưng mỗi tội màn hình hơi nhỏ,5,ratings\iphone-13.csv,positive
iphone-13,mua ngày cho đến hiện tại pin còn vậy mình muốn bán lại thì giá bao nhiêu tình trạng máy không bị trầy xước,2,ratings\iphone-13.csv,negative
iphone-13,mới mua iphone 128gb sạc nhanh không nóng nhưng tuột pin quá nhanh chỉ facebook và zalo 13h đến 16h30 từ còn mấy mua xong tự nhiên muốn xài lại samsung ghê,2,ratings\iphone-13.csv,negative
iphone-13,sài rất tốt,5,ratings\iphone-13.csv,positive
iphone-13,quá thất vọng thế giới di động ban máy lỗi cho tui mới đem ra tiệm kiểm tra sửa pin không vô nói đoi máy mới không đoi trả lại tốn hơn 1tr 24h sử dụng đem sửa thì hết 15ngay trong khi máy tui còn zin sẽ không mua điện thoại ở thế giới di động nữa nếu không thay đổi chính sách bảo hành cho sao 1000lan quan lý nói trả lại tiền nếu mua máy khác tui không đu tiền rồi không mua cũng không trả lại tiền thế giới di động cái tắc hang,1,ratings\iphone-13.csv,negative
iphone-13,điện thoại mua được hơn tháng tại điện máy xanh đang dùng trên tay đột nhiên liệu sập nguồn không lên được nữa đi bảo hành thì phức tạp giờ đi sữa bỏ tiền ra mua máy zin mới được tháng thành máy đã quá sửa chữa trong khi dùng rất cẩn thận chưa hề có và chạm gì rất thất vọng,1,ratings\iphone-13.csv,negative
iphone-13,máy mua hàng đổi trả máy có trầy chổ nhưng không đáng kể máy mới pin xài ổn định mượt màn đẹp loa hay pin trâu xài wifi không game tiếng tuỳ tác vụ camera chụp hình quay video ngon cảm thấy hài lòng với p13 nhân viên tư vấn nhiệt tình ok,5,ratings\iphone-13.csv,positive
iphone-13,điện thoại dùng mượt chụp hình đẹp pin dùng mãi chả thấy hết để sạc rất hài lòng ai đang định mua thì chọn luôn không phải lăn tăn nhé,5,ratings\iphone-13.csv,positive
iphone-13,cũng tạm hàng trưng bày có bị xước màn hình rồi nhưng mọi thứ dùng ổn pin nhưng hơi đuối tóm lại giá rẻ hơn mọi chỗ máy zin all chế độ bảo hành đổi trả kém hơn chỗ khác chút,5,ratings\iphone-13.csv,positive
iphone-13,thiết kế mặt trước nhìn giống táo pro max quá nhìn cái kết em honor liền giao diện ok bắt mắt hiệu năng tốt trong tam gia tiec là không có nfc không hiểu iphone 8plus đã có nfc cách đây 7 năm honor ít kỷ với người dùng qua,5,ratings\iphone-13.csv,positive
iphone-13,sử dụng được tháng thấy rất ngon pin dùng tác vụ bình thường từ 6h sáng tới 78h tối thoải mái chơi game ngon nói chung là ok,5,ratings\iphone-13.csv,positive
iphone-13,máy oke nếu sài nghe gọi coi fb video thời gian ngắn thì pin sài hơn ngày sạt 7h sáng sài tới 19h còn,5,ratings\iphone-13.csv,positive
iphone-13,ngày tuột thêm đem ra thế giới di động nhân viên xem sơ xong kêu up phần mềm xem có cải thiện không rồi bán hàng kèm sách bảo hành mà không có nổi nhân viên có chuyên môn rồi gởi đi bảo hành ngày rất mất thời gian và cũng không biết là giải quyết được vấn đề hay không rất chán kiểu làm việc bán rồi thôi của chuỗi cửa hàng lớn như vậy,1,ratings\iphone-13.csv,negative
iphone-13,gọi video nói chuyện người khác không nghe gọi mess cũng vậy là sao cần được hỗ trợ gấp,2,ratings\iphone-13.csv,negative
iphone-13,mới mua tháng dùng ít mà pin còn là sao vậy,1,ratings\iphone-13.csv,negative
iphone-13,tưởng chỉ có mỗi mình bị thôi nhưng đến một cũng đủ hiểu mình mua từ dùng rất kĩ luôn không dám chơi hay sạc nhiều mà hiện tại pin chỉ còn là sao nhỉ thề luôn cọc vãi,1,ratings\iphone-13.csv,negative
iphone-13,pin không dùng mà vẫn tụt,2,ratings\iphone-13.csv,negative
iphone-13,pin mới xài được ngày mà tụt còn 99 pin trước mình xài gần năm mới xuống pin,2,ratings\iphone-13.csv,negative
iphone-13,mình mới mua hôm dùng không hợp có nhu cầu đổi trả lại bên mình có nhận thu mua lại không và chính sách như nào nhỉ,5,ratings\iphone-13.csv,positive
iphone-13,máy mới mua về gọi video chập chờn bên người nghe không nghe rõ lúc được lúc không đi bảo hành cả ngày không ra lỗi về dùng vẫn thế chất lượng dịch vụ quá kém,1,ratings\iphone-13.csv,negative
iphone-13,đã mua và dùng rất thích nhưng mỗi tội màn hình hơi nhỏ,5,ratings\iphone-13.csv,positive
iphone-13,mua ngày cho đến hiện tại pin còn vậy mình muốn bán lại thì giá bao nhiêu tình trạng máy không bị trầy xước,2,ratings\iphone-13.csv,negative
iphone-13,mới mua iphone 128gb sạc nhanh không nóng nhưng tuột pin quá nhanh chỉ facebook và zalo 13h đến 16h30 từ còn mấy mua xong tự nhiên muốn xài lại samsung ghê,2,ratings\iphone-13.csv,negative
iphone-13,đọc feedback của ông nói mua tháng đã sụt pin mình không tin cho đến khi chính mình bị mua mà chưa đến tháng đã sụt pin trong khi chỉ lướt fb tiktok chả chơi game gì nặng cả ai dùng cho mình hỏi cứ mỗi tháng nó lại sụt pin như thế ạ,2,ratings\iphone-13.csv,negative
iphone-13,mua hôm nay là đã tụt pin chì còn một trải nghiệm quá tồi tệ sạc thì rất hay nóng máy trước mình dùng ip11 gần năm pin mới hao như vậy đây dùng được có ngày đã hao hụt pin,1,ratings\iphone-13.csv,negative
iphone-13,cáp sạc đi theo máy bị hư đem đi khi còn bảo hành cửa hàng gọi lại thông báo không phải cáp chính hãng của apple thề từ nay về sau không mua đồ của tgdđ nữa,1,ratings\iphone-13.csv,negative
iphone-13,chắc là mình máy mắn máy rất tốt sạc cũng không nóng giữ pin lâu mấy bạn cứ bảo là nóng máy pin thì tuột nhanh mình không biết mấy bạn dùng cục sạc gì chứ theo các nhân mình mình dùng sạc anker năm năm rồi máy nào dùng cũng ổn pin không là vấn đề chứ dùng phụ kiện của apple rất tệ sạc nhanh nóng máy khả năng rất cao,5,ratings\iphone-13.csv,positive
iphone-13,hôm nay mới có dịp đánh giá cách phục vụ không liên quan đến sản phẩm mình mua góp thì có ảnh hưởng đến cửa hàng không ạ bạn nhân viên nữ có vẻ không thích khách hàng mua trả góp,1,ratings\iphone-13.csv,negative
iphone-13,mình mua máy xài chưa được tháng đã tụt pin máy rất nóng lúc mua hỏi nhân viên sao nóng giữ vậy nhân viên nói là lần đầu nó chạy máy nên vậy nhưng qua ngày là hết nhưng không về vẫn nóng được tháng đầu máy ổn qua tháng kế tiếp pin sạc đầy xài xong tụt rất nhanh tới giờ chưa được tháng kiểm tra còn pin trong khi đó xài máy ip7 sau năm hơn mới có hiện tượng tụt pin rồi giải quyết làm sau,2,ratings\iphone-13.csv,negative
iphone-13,vừa mua trưa nay xong mua hẳn con cho cả nhà dùng gọi thì nghe toàn tiếng ồn với tiếng sột soạt như của giấy đọc trên mạng mới thấy nhiều người bị và chưa có cách giải quyết,2,ratings\iphone-13.csv,negative
iphone-13,mới mua được tuần sơn máy bị rộp bong tróc gửi bảo hành thì nhân viên nói từ chối bảo hành vì lí do không bảo hành phần ngoại quan tôi thề không bao giờ bước chân vào thế giới di động,1,ratings\iphone-13.csv,negative
iphone-13,máy dùng rất ok,5,ratings\iphone-13.csv,positive
iphone-13,tốt nhưng mà để qua đêm tuột,5,ratings\iphone-13.csv,positive
iphone-13,không nên mua hàng ở thế giới di dông bán thì mắc bảo hành thì tệ chỉ biết xe là giỏi toàn bộ chỉ khách hàng chịu thiệt nói chung không nên ghé thế giới di dộng mua dốt,1,ratings\iphone-13.csv,negative
iphone-13,tốt,5,ratings\iphone-13.csv,positive
iphone-13,mình đang trả góp điện thoại có mua trả góp cái nữa được không,5,ratings\iphone-13.csv,positive
iphone-13,tốt,5,ratings\iphone-13.csv,positive
iphone-13,iphone vì sao để đêm không xài gì vẫn hao pin từ xin hỗ trợ ạ mình mới mua hồi ạ,2,ratings\iphone-13.csv,negative
iphone-13,chị nhân viên chụp hộ hàng sài đẹp trải nghiệm lâu dài cho biết,5,ratings\iphone-13.csv,positive
iphone-13,cho hỏi này sao bắt wifi yếu hơn nhỉ có phải do mình cài đặt gì không nhỉ,5,ratings\iphone-13.csv,positive
iphone-13,mới mua được ngày thế giới di động có thu hồi lại mất bao nhiêu ạ,5,ratings\iphone-13.csv,positive
iphone-13,rất tốt mượt và camera chụp hình đẹp sắc nét,5,ratings\iphone-13.csv,positive
iphone-13,em muốn hỏi em mua iphone máy mới em dùng được tháng máy vẫn pin nguyên giờ em muốn bán thì thế giới di động có mua lại không ạ và giá mua lại bao nhiêu ạ,5,ratings\iphone-13.csv,positive
iphone-13,sản phẩm tốt màu xanh dương đẹp chiến game trong vài năm tới,5,ratings\iphone-13.csv,positive
iphone-13,hợp lý,5,ratings\iphone-13.csv,positive
iphone-13,mới mua dùng thấy ổn máy thiết kế đẹp hàng mới nên an tâm về chất lượng,5,ratings\iphone-13.csv,positive
iphone-13,chất lượng ổn giá ok mua ngày được tư vấn bởi quản lý quốc bảo ở đường tây lân bình tân,5,ratings\iphone-13.csv,positive
iphone-13,mua ở điện máy xanh 13128g được tháng máy dùng ok pin còn 100g tư vấn ok,5,ratings\iphone-13.csv,positive
iphone-13,rất hài lòng với sản phẩm này,5,ratings\iphone-13.csv,positive
iphone-13,bảo hành lần về chưa kịp dùng vẫn hỏng không bên nào nhận thế giới di động ít bảo hành nhân viên tổng đài thái độ không nhiệt tình nhắn tin trung tâm thì kêu quản lý liên hệ nhưng đợi mãi không thấy đâu làm ăn vô trách nhiệm vậy ư,1,ratings\iphone-13.csv,negative
iphone-13,cho mình hỏi iphone hàng qua sử dụng ở thế giới di động là máy mới chưa qua sửa chữa gì phải không ạ,5,ratings\iphone-13.csv,positive
iphone-13,máy sạc nóng quá bình thường sạc iphone và cũng không nóng mà sạc iphone lại nóng nếu sác mà dùng cái gì cái là bị cảnh báo máy nóng à và lại sạc cũng chậm so với các dòng máy khác,2,ratings\iphone-13.csv,negative
iphone-13,đối với mình thì không chê vào đâu được cam ổn game ổn màn hình đẹp pin thì biết mua mới đã là ok rồi nhé nhân viên tư vấn nhiệt tình mua tại phú thọ cẩm khê tt sông thao,5,ratings\iphone-13.csv,positive
iphone-13,mua được tháng dùng thấy ổn mà,5,ratings\iphone-13.csv,positive
iphone-13,rất ok,5,ratings\iphone-13.csv,positive
iphone-13,tốt hơn mong đợi nha mọi người ơi nên mua nhé,5,ratings\iphone-13.csv,positive
iphone-13,xài ổn định mượt mà,5,ratings\iphone-13.csv,positive
iphone-13,xưa giờ mua ở thế giới di động thì chưa phải đổi trả lần nào nhưng mới đây mình mới mua iphone thường sử dụng ngày thì có hiện tượng thi thoảng có màu đốm lạ trên màn hình mang ra nhân viên kỹ thuật thẩm định để đổi trả thì giờ bắt mang đi hãng hẹn tháng trời trong khi mình còn công việc nữa nên việc mang điện thoại đi trong thời gian lâu rất là bất tiện mình thấy bên cửa hàng giới thiệu khi mua thì lỗi gì đổi nấy trong tháng mà giờ mang ra thì lại nói mang đi thẩm định trong vòng ngày thì thất vọng quá ạ,1,ratings\iphone-13.csv,negative
iphone-13,máy dùng ok lắm anh nhân viên nhiệt tình vui vẻ,5,ratings\iphone-13.csv,positive
iphone-13,dùng rất êm mượt mà pin dùng ngày nếu chỉ lên mạng bình thường,5,ratings\iphone-13.csv,positive
iphone-13,mới mua nhưng sao màng hình màu không đẹp không sáng như đồ cũ mua ở vn,2,ratings\iphone-13.csv,negative
iphone-13,mới mua được vài ngày pin tuột nhanh hết có cuộc gọi lúc bắt máy được lúc không bắt máy được,1,ratings\iphone-13.csv,negative
iphone-13,đã mua và trải nghiệm cực kì hài lòng nha các bạn,5,ratings\iphone-13.csv,positive
iphone-13,điện thoại chơi games rất mượt camera nét lắm nói chung là rất thích,5,ratings\iphone-13.csv,positive
